n,p,DPAvgValidPaths,DPAvgOptimalPaths,RecAvgValidPaths,RecAvgOptimalPaths
11,0.867769,0.000000,0.000000,0.000000,0.000000
11,0.876033,0.000000,0.000000,0.000000,0.000000
11,0.884298,0.000000,0.000000,0.000000,0.000000
11,0.892562,0.000000,0.000000,0.000000,0.000000
11,0.900826,0.000000,0.000000,0.000000,0.000000
11,0.909091,0.000000,0.000000,0.000000,0.000000
11,0.917355,0.000000,0.000000,0.000000,0.000000
11,0.925620,0.000000,0.000000,0.000000,0.000000
11,0.933884,0.000000,0.000000,0.000000,0.000000
11,0.942149,0.000000,0.000000,0.000000,0.000000
11,0.950413,0.000000,0.000000,0.000000,0.000000
11,0.958678,0.000000,0.000000,0.000000,0.000000
11,0.966942,0.000000,0.000000,0.000000,0.000000
11,0.975207,0.000000,0.000000,0.000000,0.000000
11,0.983471,0.000000,0.000000,0.000000,0.000000
11,0.991736,0.000000,0.000000,0.000000,0.000000
11,1.000000,0.000000,0.000000,0.000000,0.000000
12,0.000000,705432.000000,2.000000,705432.000000,2.000000
12,0.006944,610637.300000,2.000000,610637.300000,2.000000
12,0.013889,568026.777778,1.333333,568026.777778,1.333333
12,0.020833,458342.625000,1.375000,458342.625000,1.375000
12,0.027778,400889.888889,5.111111,400889.888889,5.111111
12,0.034722,298568.400000,2.100000,298568.400000,2.100000
12,0.041667,257818.222222,3.555556,257818.222222,3.555556
12,0.048611,230787.000000,2.666667,230787.000000,2.666667
12,0.055556,185904.111111,8.111111,185904.111111,8.111111
12,0.062500,91092.875000,2.000000,91092.875000,2.000000
12,0.069444,94669.666667,3.666667,94669.666667,3.666667
12,0.076389,112224.333333,3.666667,112224.333333,3.666667
12,0.083333,113529.166667,2.500000,113529.166667,2.500000
12,0.090278,50877.857143,3.142857,50877.857143,3.142857
12,0.097222,80540.222222,1.555556,80540.222222,1.555556
12,0.104167,45698.333333,3.333333,45698.333333,3.333333
12,0.111111,51991.900000,2.300000,51991.900000,2.300000
12,0.118056,35063.000000,13.125000,35063.000000,13.125000
12,0.125000,18189.500000,7.500000,18189.500000,7.500000
12,0.131944,40358.428571,5.857143,40358.428571,5.857143
12,0.138889,21260.428571,1.857143,21260.428571,1.857143
12,0.145833,19563.000000,4.222222,19563.000000,4.222222
12,0.152778,30549.800000,2.600000,30549.800000,2.600000
12,0.159722,20594.285714,2.857143,20594.285714,2.857143
12,0.166667,27866.571429,3.571429,27866.571429,3.571429
12,0.173611,9213.750000,11.250000,9213.750000,11.250000
12,0.180556,9795.833333,1.500000,9795.833333,1.500000
12,0.187500,7952.500000,5.666667,7952.500000,5.666667
12,0.194444,7140.000000,1.600000,7140.000000,1.600000
12,0.201389,3743.600000,13.000000,3743.600000,13.000000
12,0.208333,874.000000,6.500000,874.000000,6.500000
12,0.215278,691.666667,3.000000,691.666667,3.000000
12,0.222222,1007.000000,4.000000,1007.000000,4.000000
12,0.229167,1131.200000,3.000000,1131.200000,3.000000
12,0.236111,1174.666667,3.333333,1174.666667,3.333333
12,0.243056,1900.000000,8.000000,1900.000000,8.000000
12,0.250000,471.000000,3.500000,471.000000,3.500000
12,0.256944,184.666667,4.666667,184.666667,4.666667
12,0.263889,534.000000,5.000000,534.000000,5.000000
12,0.270833,2700.666667,3.000000,2700.666667,3.000000
12,0.277778,1131.250000,9.500000,1131.250000,9.500000
12,0.284722,691.500000,4.500000,691.500000,4.500000
12,0.291667,398.500000,3.000000,398.500000,3.000000
12,0.298611,222.000000,7.500000,222.000000,7.500000
12,0.305556,104.000000,15.000000,104.000000,15.000000
12,0.312500,966.000000,15.000000,966.000000,15.000000
12,0.319444,88.500000,3.500000,88.500000,3.500000
12,0.326389,0.000000,0.000000,0.000000,0.000000
12,0.333333,72.000000,5.000000,72.000000,5.000000
12,0.340278,0.000000,0.000000,0.000000,0.000000
12,0.347222,0.000000,0.000000,0.000000,0.000000
12,0.354167,21.000000,1.500000,21.000000,1.500000
12,0.361111,164.500000,6.000000,164.500000,6.000000
12,0.368056,0.000000,0.000000,0.000000,0.000000
12,0.375000,20.000000,1.000000,20.000000,1.000000
12,0.381944,0.000000,0.000000,0.000000,0.000000
12,0.388889,64.000000,8.000000,64.000000,8.000000
12,0.395833,0.000000,0.000000,0.000000,0.000000
12,0.402778,86.000000,6.000000,86.000000,6.000000
12,0.409722,0.000000,0.000000,0.000000,0.000000
12,0.416667,0.000000,0.000000,0.000000,0.000000
12,0.423611,6.000000,2.000000,6.000000,2.000000
12,0.430556,0.000000,0.000000,0.000000,0.000000
12,0.437500,0.000000,0.000000,0.000000,0.000000
12,0.444444,0.000000,0.000000,0.000000,0.000000
12,0.451389,0.000000,0.000000,0.000000,0.000000
12,0.458333,0.000000,0.000000,0.000000,0.000000
12,0.465278,0.000000,0.000000,0.000000,0.000000
12,0.472222,0.000000,0.000000,0.000000,0.000000
12,0.479167,0.000000,0.000000,0.000000,0.000000
12,0.486111,0.000000,0.000000,0.000000,0.000000
12,0.493056,0.000000,0.000000,0.000000,0.000000
12,0.500000,0.000000,0.000000,0.000000,0.000000
12,0.506944,0.000000,0.000000,0.000000,0.000000
12,0.513889,0.000000,0.000000,0.000000,0.000000
12,0.520833,0.000000,0.000000,0.000000,0.000000
12,0.527778,0.000000,0.000000,0.000000,0.000000
12,0.534722,0.000000,0.000000,0.000000,0.000000
12,0.541667,0.000000,0.000000,0.000000,0.000000
12,0.548611,0.000000,0.000000,0.000000,0.000000
12,0.555556,0.000000,0.000000,0.000000,0.000000
12,0.562500,0.000000,0.000000,0.000000,0.000000
12,0.569444,0.000000,0.000000,0.000000,0.000000
12,0.576389,0.000000,0.000000,0.000000,0.000000
12,0.583333,0.000000,0.000000,0.000000,0.000000
12,0.590278,0.000000,0.000000,0.000000,0.000000
12,0.597222,0.000000,0.000000,0.000000,0.000000
12,0.604167,0.000000,0.000000,0.000000,0.000000
12,0.611111,0.000000,0.000000,0.000000,0.000000
12,0.618056,0.000000,0.000000,0.000000,0.000000
12,0.625000,0.000000,0.000000,0.000000,0.000000
12,0.631944,0.000000,0.000000,0.000000,0.000000
12,0.638889,0.000000,0.000000,0.000000,0.000000
12,0.645833,0.000000,0.000000,0.000000,0.000000
12,0.652778,0.000000,0.000000,0.000000,0.000000
12,0.659722,0.000000,0.000000,0.000000,0.000000
12,0.666667,0.000000,0.000000,0.000000,0.000000
12,0.673611,0.000000,0.000000,0.000000,0.000000
12,0.680556,0.000000,0.000000,0.000000,0.000000
12,0.687500,0.000000,0.000000,0.000000,0.000000
12,0.694444,0.000000,0.000000,0.000000,0.000000
12,0.701389,0.000000,0.000000,0.000000,0.000000
12,0.708333,0.000000,0.000000,0.000000,0.000000
12,0.715278,0.000000,0.000000,0.000000,0.000000
12,0.722222,0.000000,0.000000,0.000000,0.000000
12,0.729167,0.000000,0.000000,0.000000,0.000000
12,0.736111,0.000000,0.000000,0.000000,0.000000
12,0.743056,0.000000,0.000000,0.000000,0.000000
12,0.750000,0.000000,0.000000,0.000000,0.000000
12,0.756944,0.000000,0.000000,0.000000,0.000000
12,0.763889,0.000000,0.000000,0.000000,0.000000
12,0.770833,0.000000,0.000000,0.000000,0.000000
12,0.777778,0.000000,0.000000,0.000000,0.000000
12,0.784722,0.000000,0.000000,0.000000,0.000000
12,0.791667,0.000000,0.000000,0.000000,0.000000
12,0.798611,0.000000,0.000000,0.000000,0.000000
12,0.805556,0.000000,0.000000,0.000000,0.000000
12,0.812500,0.000000,0.000000,0.000000,0.000000
12,0.819444,0.000000,0.000000,0.000000,0.000000
12,0.826389,0.000000,0.000000,0.000000,0.000000
12,0.833333,0.000000,0.000000,0.000000,0.000000
12,0.840278,0.000000,0.000000,0.000000,0.000000
12,0.847222,0.000000,0.000000,0.000000,0.000000
12,0.854167,0.000000,0.000000,0.000000,0.000000
12,0.861111,0.000000,0.000000,0.000000,0.000000
12,0.868056,0.000000,0.000000,0.000000,0.000000
12,0.875000,0.000000,0.000000,0.000000,0.000000
12,0.881944,0.000000,0.000000,0.000000,0.000000
12,0.888889,0.000000,0.000000,0.000000,0.000000
12,0.895833,0.000000,0.000000,0.000000,0.000000
12,0.902778,0.000000,0.000000,0.000000,0.000000
12,0.909722,0.000000,0.000000,0.000000,0.000000
12,0.916667,0.000000,0.000000,0.000000,0.000000
12,0.923611,0.000000,0.000000,0.000000,0.000000
12,0.930556,0.000000,0.000000,0.000000,0.000000
12,0.937500,0.000000,0.000000,0.000000,0.000000
12,0.944444,0.000000,0.000000,0.000000,0.000000
12,0.951389,0.000000,0.000000,0.000000,0.000000
12,0.958333,0.000000,0.000000,0.000000,0.000000
12,0.965278,0.000000,0.000000,0.000000,0.000000
12,0.972222,0.000000,0.000000,0.000000,0.000000
12,0.979167,0.000000,0.000000,0.000000,0.000000
12,0.986111,0.000000,0.000000,0.000000,0.000000
12,0.993056,0.000000,0.000000,0.000000,0.000000
12,1.000000,0.000000,0.000000,0.000000,0.000000
13,0.000000,2704156.000000,2.000000,2704156.000000,2.000000
13,0.005917,2430325.100000,1.800000,2430325.100000,1.800000
13,0.011834,2044511.300000,1.400000,2044511.300000,1.400000
13,0.017751,1475583.600000,1.500000,1475583.600000,1.500000
13,0.023669,1242486.000000,1.200000,1242486.000000,1.200000
13,0.029586,1238854.300000,1.700000,1238854.300000,1.700000
13,0.035503,1189789.555556,3.000000,1189789.555556,3.000000
13,0.041420,971351.600000,5.000000,971351.600000,5.000000
13,0.047337,730015.625000,8.750000,730015.625000,8.750000
13,0.053254,628115.666667,3.333333,628115.666667,3.333333
13,0.059172,459276.600000,3.100000,459276.600000,3.100000
13,0.065089,550815.555556,8.777778,550815.555556,8.777778
13,0.071006,568162.500000,4.700000,568162.500000,4.700000
13,0.076923,265509.444444,2.888889,265509.444444,2.888889
13,0.082840,265401.222222,2.111111,265401.222222,2.111111
13,0.088757,207956.666667,5.777778,207956.666667,5.777778
13,0.094675,243121.125000,4.250000,243121.125000,4.250000
13,0.100592,168183.000000,2.750000,168183.000000,2.750000
13,0.106509,171629.000000,6.500000,171629.000000,6.500000
13,0.112426,226999.555556,6.777778,226999.555556,6.777778
13,0.118343,163820.500000,2.750000,163820.500000,2.750000
13,0.124260,132378.375000,10.000000,132378.375000,10.000000
13,0.130178,104112.222222,3.333333,104112.222222,3.333333
13,0.136095,72658.000000,3.500000,72658.000000,3.500000
13,0.142012,36545.750000,2.750000,36545.750000,2.750000
13,0.147929,76669.714286,6.285714,76669.714286,6.285714
13,0.153846,39858.250000,18.250000,39858.250000,18.250000
13,0.159763,16924.000000,5.333333,16924.000000,5.333333
13,0.165680,23824.285714,10.285714,23824.285714,10.285714
13,0.171598,11052.400000,7.800000,11052.400000,7.800000
13,0.177515,7723.714286,10.857143,7723.714286,10.857143
13,0.183432,26147.714286,5.428571,26147.714286,5.428571
13,0.189349,11733.000000,7.142857,11733.000000,7.142857
13,0.195266,5172.600000,5.800000,5172.600000,5.800000
13,0.201183,6324.500000,7.000000,6324.500000,7.000000
13,0.207101,16199.750000,3.000000,16199.750000,3.000000
13,0.213018,8883.800000,2.800000,8883.800000,2.800000
13,0.218935,8896.200000,4.200000,8896.200000,4.200000
13,0.224852,1706.400000,2.400000,1706.400000,2.400000
13,0.230769,714.000000,4.500000,714.000000,4.500000
13,0.236686,13213.500000,9.000000,13213.500000,9.000000
13,0.242604,4018.666667,14.833333,4018.666667,14.833333
13,0.248521,1000.166667,8.166667,1000.166667,8.166667
13,0.254438,54.000000,2.000000,54.000000,2.000000
13,0.260355,1545.200000,7.400000,1545.200000,7.400000
13,0.266272,2199.000000,2.000000,2199.000000,2.000000
13,0.272189,3800.000000,4.000000,3800.000000,4.000000
13,0.278107,34.000000,9.000000,34.000000,9.000000
13,0.284024,126.000000,3.000000,126.000000,3.000000
13,0.289941,0.000000,0.000000,0.000000,0.000000
13,0.295858,351.000000,7.000000,351.000000,7.000000
13,0.301775,0.000000,0.000000,0.000000,0.000000
13,0.307692,72.000000,1.000000,72.000000,1.000000
13,0.313609,702.000000,6.500000,702.000000,6.500000
13,0.319527,32.000000,1.000000,32.000000,1.000000
13,0.325444,462.000000,34.000000,462.000000,34.000000
13,0.331361,5.000000,4.000000,5.000000,4.000000
13,0.337278,0.000000,0.000000,0.000000,0.000000
13,0.343195,5988.000000,22.000000,5988.000000,22.000000
13,0.349112,9.000000,2.000000,9.000000,2.000000
13,0.355030,0.000000,0.000000,0.000000,0.000000
13,0.360947,104.666667,2.666667,104.666667,2.666667
13,0.366864,16.000000,4.000000,16.000000,4.000000
13,0.372781,0.000000,0.000000,0.000000,0.000000
13,0.378698,0.000000,0.000000,0.000000,0.000000
13,0.384615,0.000000,0.000000,0.000000,0.000000
13,0.390533,0.000000,0.000000,0.000000,0.000000
13,0.396450,0.000000,0.000000,0.000000,0.000000
13,0.402367,0.000000,0.000000,0.000000,0.000000
13,0.408284,0.000000,0.000000,0.000000,0.000000
13,0.414201,0.000000,0.000000,0.000000,0.000000
13,0.420118,0.000000,0.000000,0.000000,0.000000
13,0.426036,0.000000,0.000000,0.000000,0.000000
13,0.431953,0.000000,0.000000,0.000000,0.000000
13,0.437870,0.000000,0.000000,0.000000,0.000000
13,0.443787,0.000000,0.000000,0.000000,0.000000
13,0.449704,0.000000,0.000000,0.000000,0.000000
13,0.455621,0.000000,0.000000,0.000000,0.000000
13,0.461538,0.000000,0.000000,0.000000,0.000000
13,0.467456,0.000000,0.000000,0.000000,0.000000
13,0.473373,0.000000,0.000000,0.000000,0.000000
13,0.479290,0.000000,0.000000,0.000000,0.000000
13,0.485207,0.000000,0.000000,0.000000,0.000000
13,0.491124,0.000000,0.000000,0.000000,0.000000
13,0.497041,0.000000,0.000000,0.000000,0.000000
13,0.502959,0.000000,0.000000,0.000000,0.000000
13,0.508876,0.000000,0.000000,0.000000,0.000000
13,0.514793,0.000000,0.000000,0.000000,0.000000
13,0.520710,0.000000,0.000000,0.000000,0.000000
13,0.526627,0.000000,0.000000,0.000000,0.000000
13,0.532544,0.000000,0.000000,0.000000,0.000000
13,0.538462,0.000000,0.000000,0.000000,0.000000
13,0.544379,0.000000,0.000000,0.000000,0.000000
13,0.550296,0.000000,0.000000,0.000000,0.000000
13,0.556213,0.000000,0.000000,0.000000,0.000000
13,0.562130,0.000000,0.000000,0.000000,0.000000
13,0.568047,0.000000,0.000000,0.000000,0.000000
13,0.573964,0.000000,0.000000,0.000000,0.000000
13,0.579882,0.000000,0.000000,0.000000,0.000000
13,0.585799,0.000000,0.000000,0.000000,0.000000
13,0.591716,0.000000,0.000000,0.000000,0.000000
13,0.597633,0.000000,0.000000,0.000000,0.000000
13,0.603550,0.000000,0.000000,0.000000,0.000000
13,0.609467,0.000000,0.000000,0.000000,0.000000
13,0.615385,0.000000,0.000000,0.000000,0.000000
13,0.621302,0.000000,0.000000,0.000000,0.000000
13,0.627219,0.000000,0.000000,0.000000,0.000000
13,0.633136,0.000000,0.000000,0.000000,0.000000
13,0.639053,0.000000,0.000000,0.000000,0.000000
13,0.644970,0.000000,0.000000,0.000000,0.000000
13,0.650888,0.000000,0.000000,0.000000,0.000000
13,0.656805,0.000000,0.000000,0.000000,0.000000
13,0.662722,0.000000,0.000000,0.000000,0.000000
13,0.668639,0.000000,0.000000,0.000000,0.000000
13,0.674556,0.000000,0.000000,0.000000,0.000000
13,0.680473,0.000000,0.000000,0.000000,0.000000
13,0.686391,0.000000,0.000000,0.000000,0.000000
13,0.692308,0.000000,0.000000,0.000000,0.000000
13,0.698225,0.000000,0.000000,0.000000,0.000000
13,0.704142,0.000000,0.000000,0.000000,0.000000
13,0.710059,0.000000,0.000000,0.000000,0.000000
13,0.715976,0.000000,0.000000,0.000000,0.000000
13,0.721893,0.000000,0.000000,0.000000,0.000000
13,0.727811,0.000000,0.000000,0.000000,0.000000
13,0.733728,0.000000,0.000000,0.000000,0.000000
13,0.739645,0.000000,0.000000,0.000000,0.000000
13,0.745562,0.000000,0.000000,0.000000,0.000000
13,0.751479,0.000000,0.000000,0.000000,0.000000
13,0.757396,0.000000,0.000000,0.000000,0.000000
13,0.763314,0.000000,0.000000,0.000000,0.000000
13,0.769231,0.000000,0.000000,0.000000,0.000000
13,0.775148,0.000000,0.000000,0.000000,0.000000
13,0.781065,0.000000,0.000000,0.000000,0.000000
13,0.786982,0.000000,0.000000,0.000000,0.000000
13,0.792899,0.000000,0.000000,0.000000,0.000000
13,0.798817,0.000000,0.000000,0.000000,0.000000
13,0.804734,0.000000,0.000000,0.000000,0.000000
13,0.810651,0.000000,0.000000,0.000000,0.000000
13,0.816568,0.000000,0.000000,0.000000,0.000000
13,0.822485,0.000000,0.000000,0.000000,0.000000
13,0.828402,0.000000,0.000000,0.000000,0.000000
13,0.834320,0.000000,0.000000,0.000000,0.000000
13,0.840237,0.000000,0.000000,0.000000,0.000000
13,0.846154,0.000000,0.000000,0.000000,0.000000
13,0.852071,0.000000,0.000000,0.000000,0.000000
13,0.857988,0.000000,0.000000,0.000000,0.000000
13,0.863905,0.000000,0.000000,0.000000,0.000000
13,0.869822,0.000000,0.000000,0.000000,0.000000
13,0.875740,0.000000,0.000000,0.000000,0.000000
13,0.881657,0.000000,0.000000,0.000000,0.000000
13,0.887574,0.000000,0.000000,0.000000,0.000000
13,0.893491,0.000000,0.000000,0.000000,0.000000
13,0.899408,0.000000,0.000000,0.000000,0.000000
13,0.905325,0.000000,0.000000,0.000000,0.000000
13,0.911243,0.000000,0.000000,0.000000,0.000000
13,0.917160,0.000000,0.000000,0.000000,0.000000
13,0.923077,0.000000,0.000000,0.000000,0.000000
13,0.928994,0.000000,0.000000,0.000000,0.000000
13,0.934911,0.000000,0.000000,0.000000,0.000000
13,0.940828,0.000000,0.000000,0.000000,0.000000
13,0.946746,0.000000,0.000000,0.000000,0.000000
13,0.952663,0.000000,0.000000,0.000000,0.000000
13,0.958580,0.000000,0.000000,0.000000,0.000000
13,0.964497,0.000000,0.000000,0.000000,0.000000
13,0.970414,0.000000,0.000000,0.000000,0.000000
13,0.976331,0.000000,0.000000,0.000000,0.000000
13,0.982249,0.000000,0.000000,0.000000,0.000000
13,0.988166,0.000000,0.000000,0.000000,0.000000
13,0.994083,0.000000,0.000000,0.000000,0.000000
13,1.000000,0.000000,0.000000,0.000000,0.000000
14,0.000000,10400600.000000,2.000000,10400600.000000,2.000000
14,0.005102,9107471.600000,1.800000,9107471.600000,1.800000
14,0.010204,8172273.200000,1.900000,8172273.200000,1.900000
14,0.015306,7077233.571429,3.142857,7077233.571429,3.142857
14,0.020408,6545223.100000,2.200000,6545223.100000,2.200000
14,0.025510,4011820.300000,4.100000,4011820.300000,4.100000
14,0.030612,3832757.800000,1.500000,3832757.800000,1.500000
14,0.035714,3517804.400000,3.000000,3517804.400000,3.000000
14,0.040816,4117811.900000,4.100000,4117811.900000,4.100000
14,0.045918,2721841.750000,6.500000,2721841.750000,6.500000
14,0.051020,3234322.875000,6.500000,3234322.875000,6.500000
14,0.056122,2328633.200000,4.600000,2328633.200000,4.600000
14,0.061224,1551814.875000,14.625000,1551814.875000,14.625000
14,0.066327,1209559.555556,1.888889,1209559.555556,1.888889
14,0.071429,983330.000000,8.375000,983330.000000,8.375000
14,0.076531,1117860.800000,5.500000,1117860.800000,5.500000
14,0.081633,1202929.714286,2.571429,1202929.714286,2.571429
14,0.086735,1450749.666667,6.666667,1450749.666667,6.666667
14,0.091837,433686.900000,2.700000,433686.900000,2.700000
14,0.096939,475033.142857,9.000000,475033.142857,9.000000
14,0.102041,693484.300000,4.300000,693484.300000,4.300000
14,0.107143,470644.333333,7.666667,470644.333333,7.666667
14,0.112245,327869.375000,4.125000,327869.375000,4.125000
14,0.117347,450268.000000,2.625000,450268.000000,2.625000
14,0.122449,310094.333333,5.111111,310094.333333,5.111111
14,0.127551,371132.111111,8.333333,371132.111111,8.333333
14,0.132653,92318.571429,3.142857,92318.571429,3.142857
14,0.137755,283044.000000,9.375000,283044.000000,9.375000
14,0.142857,327468.800000,3.000000,327468.800000,3.000000
14,0.147959,148933.333333,11.333333,148933.333333,11.333333
14,0.153061,130871.333333,62.333333,130871.333333,62.333333
14,0.158163,80167.833333,3.666667,80167.833333,3.666667
14,0.163265,53205.428571,14.428571,53205.428571,14.428571
14,0.168367,61965.250000,5.625000,61965.250000,5.625000
14,0.173469,103229.750000,20.500000,103229.750000,20.500000
14,0.178571,125529.125000,5.750000,125529.125000,5.750000
14,0.183673,18103.166667,4.000000,18103.166667,4.000000
14,0.188776,31041.250000,8.000000,31041.250000,8.000000
14,0.193878,16952.333333,6.666667,16952.333333,6.666667
14,0.198980,38978.285714,14.428571,38978.285714,14.428571
14,0.204082,26660.250000,1.750000,26660.250000,1.750000
14,0.209184,6042.500000,10.333333,6042.500000,10.333333
14,0.214286,68121.666667,4.000000,68121.666667,4.000000
14,0.219388,9350.000000,18.571429,9350.000000,18.571429
14,0.224490,46517.750000,6.000000,46517.750000,6.000000
14,0.229592,2817.500000,2.000000,2817.500000,2.000000
14,0.234694,11435.333333,5.500000,11435.333333,5.500000
14,0.239796,1278.000000,7.333333,1278.000000,7.333333
14,0.244898,1913.000000,5.750000,1913.000000,5.750000
14,0.250000,9127.000000,3.400000,9127.000000,3.400000
14,0.255102,4652.000000,5.666667,4652.000000,5.666667
14,0.260204,5687.500000,7.750000,5687.500000,7.750000
14,0.265306,1084.000000,21.000000,1084.000000,21.000000
14,0.270408,973.666667,11.333333,973.666667,11.333333
14,0.275510,7099.000000,2.000000,7099.000000,2.000000
14,0.280612,2707.666667,4.666667,2707.666667,4.666667
14,0.285714,3193.000000,1.000000,3193.000000,1.000000
14,0.290816,1856.666667,9.666667,1856.666667,9.666667
14,0.295918,71.666667,7.000000,71.666667,7.000000
14,0.301020,675.000000,7.000000,675.000000,7.000000
14,0.306122,941.000000,9.000000,941.000000,9.000000
14,0.311224,2908.000000,6.500000,2908.000000,6.500000
14,0.316327,421.500000,6.500000,421.500000,6.500000
14,0.321429,144.000000,18.000000,144.000000,18.000000
14,0.326531,312.000000,1.000000,312.000000,1.000000
14,0.331633,36.000000,8.000000,36.000000,8.000000
14,0.336735,240.000000,16.000000,240.000000,16.000000
14,0.341837,45.000000,2.000000,45.000000,2.000000
14,0.346939,0.000000,0.000000,0.000000,0.000000
14,0.352041,0.000000,0.000000,0.000000,0.000000
14,0.357143,0.000000,0.000000,0.000000,0.000000
14,0.362245,6.000000,3.000000,6.000000,3.000000
14,0.367347,0.000000,0.000000,0.000000,0.000000
14,0.372449,0.000000,0.000000,0.000000,0.000000
14,0.377551,0.000000,0.000000,0.000000,0.000000
14,0.382653,0.000000,0.000000,0.000000,0.000000
14,0.387755,6.000000,1.000000,6.000000,1.000000
14,0.392857,0.000000,0.000000,0.000000,0.000000
14,0.397959,0.000000,0.000000,0.000000,0.000000
14,0.403061,0.000000,0.000000,0.000000,0.000000
14,0.408163,0.000000,0.000000,0.000000,0.000000
14,0.413265,0.000000,0.000000,0.000000,0.000000
14,0.418367,0.000000,0.000000,0.000000,0.000000
14,0.423469,0.000000,0.000000,0.000000,0.000000
14,0.428571,0.000000,0.000000,0.000000,0.000000
14,0.433673,0.000000,0.000000,0.000000,0.000000
14,0.438776,0.000000,0.000000,0.000000,0.000000
14,0.443878,0.000000,0.000000,0.000000,0.000000
14,0.448980,0.000000,0.000000,0.000000,0.000000
14,0.454082,0.000000,0.000000,0.000000,0.000000
14,0.459184,0.000000,0.000000,0.000000,0.000000
14,0.464286,0.000000,0.000000,0.000000,0.000000
14,0.469388,0.000000,0.000000,0.000000,0.000000
14,0.474490,0.000000,0.000000,0.000000,0.000000
14,0.479592,0.000000,0.000000,0.000000,0.000000
14,0.484694,0.000000,0.000000,0.000000,0.000000
14,0.489796,0.000000,0.000000,0.000000,0.000000
14,0.494898,0.000000,0.000000,0.000000,0.000000
14,0.500000,0.000000,0.000000,0.000000,0.000000
14,0.505102,0.000000,0.000000,0.000000,0.000000
14,0.510204,0.000000,0.000000,0.000000,0.000000
14,0.515306,0.000000,0.000000,0.000000,0.000000
14,0.520408,0.000000,0.000000,0.000000,0.000000
14,0.525510,0.000000,0.000000,0.000000,0.000000
14,0.530612,0.000000,0.000000,0.000000,0.000000
14,0.535714,0.000000,0.000000,0.000000,0.000000
14,0.540816,0.000000,0.000000,0.000000,0.000000
14,0.545918,0.000000,0.000000,0.000000,0.000000
14,0.551020,0.000000,0.000000,0.000000,0.000000
14,0.556122,0.000000,0.000000,0.000000,0.000000
14,0.561224,0.000000,0.000000,0.000000,0.000000
14,0.566327,0.000000,0.000000,0.000000,0.000000
14,0.571429,0.000000,0.000000,0.000000,0.000000
14,0.576531,0.000000,0.000000,0.000000,0.000000
14,0.581633,0.000000,0.000000,0.000000,0.000000
14,0.586735,0.000000,0.000000,0.000000,0.000000
14,0.591837,0.000000,0.000000,0.000000,0.000000
14,0.596939,0.000000,0.000000,0.000000,0.000000
14,0.602041,0.000000,0.000000,0.000000,0.000000
14,0.607143,0.000000,0.000000,0.000000,0.000000
14,0.612245,0.000000,0.000000,0.000000,0.000000
14,0.617347,0.000000,0.000000,0.000000,0.000000
14,0.622449,0.000000,0.000000,0.000000,0.000000
14,0.627551,0.000000,0.000000,0.000000,0.000000
14,0.632653,0.000000,0.000000,0.000000,0.000000
14,0.637755,0.000000,0.000000,0.000000,0.000000
14,0.642857,0.000000,0.000000,0.000000,0.000000
14,0.647959,0.000000,0.000000,0.000000,0.000000
14,0.653061,0.000000,0.000000,0.000000,0.000000
14,0.658163,0.000000,0.000000,0.000000,0.000000
14,0.663265,0.000000,0.000000,0.000000,0.000000
14,0.668367,0.000000,0.000000,0.000000,0.000000
14,0.673469,0.000000,0.000000,0.000000,0.000000
14,0.678571,0.000000,0.000000,0.000000,0.000000
14,0.683673,0.000000,0.000000,0.000000,0.000000
14,0.688776,0.000000,0.000000,0.000000,0.000000
14,0.693878,0.000000,0.000000,0.000000,0.000000
14,0.698980,0.000000,0.000000,0.000000,0.000000
14,0.704082,0.000000,0.000000,0.000000,0.000000
14,0.709184,0.000000,0.000000,0.000000,0.000000
14,0.714286,0.000000,0.000000,0.000000,0.000000
14,0.719388,0.000000,0.000000,0.000000,0.000000
14,0.724490,0.000000,0.000000,0.000000,0.000000
14,0.729592,0.000000,0.000000,0.000000,0.000000
14,0.734694,0.000000,0.000000,0.000000,0.000000
14,0.739796,0.000000,0.000000,0.000000,0.000000
14,0.744898,0.000000,0.000000,0.000000,0.000000
14,0.750000,0.000000,0.000000,0.000000,0.000000
14,0.755102,0.000000,0.000000,0.000000,0.000000
14,0.760204,0.000000,0.000000,0.000000,0.000000
14,0.765306,0.000000,0.000000,0.000000,0.000000
14,0.770408,0.000000,0.000000,0.000000,0.000000
14,0.775510,0.000000,0.000000,0.000000,0.000000
14,0.780612,0.000000,0.000000,0.000000,0.000000
14,0.785714,0.000000,0.000000,0.000000,0.000000
14,0.790816,0.000000,0.000000,0.000000,0.000000
14,0.795918,0.000000,0.000000,0.000000,0.000000
14,0.801020,0.000000,0.000000,0.000000,0.000000
14,0.806122,0.000000,0.000000,0.000000,0.000000
14,0.811224,0.000000,0.000000,0.000000,0.000000
14,0.816327,0.000000,0.000000,0.000000,0.000000
14,0.821429,0.000000,0.000000,0.000000,0.000000
14,0.826531,0.000000,0.000000,0.000000,0.000000
14,0.831633,0.000000,0.000000,0.000000,0.000000
14,0.836735,0.000000,0.000000,0.000000,0.000000
14,0.841837,0.000000,0.000000,0.000000,0.000000
14,0.846939,0.000000,0.000000,0.000000,0.000000
14,0.852041,0.000000,0.000000,0.000000,0.000000
14,0.857143,0.000000,0.000000,0.000000,0.000000
14,0.862245,0.000000,0.000000,0.000000,0.000000
14,0.867347,0.000000,0.000000,0.000000,0.000000
14,0.872449,0.000000,0.000000,0.000000,0.000000
